city_id,day_index,hour,temp_air_c,hr_pct,solar_wm2,pv_voltage,temp_collector_c,temp_cond_c,delta_hr_sorbent,reservoir_level_pct,soc_battery_pct,dew_point_c,humidity_ratio_gkg,hour_sin,hour_cos,day_sin,day_cos,thermal_lift_c,collector_gain_c,is_daylight,high_humidity_flag,battery_stress_flag,reservoir_high_flag,vcrc_state,sorbent_mode_label,heater_on_label,sorbent_saturated_label
dakar,0,10,23.86,53.82,553.08,14.22,39.87,19.79,0.0,20.956746848853385,17.57357215455405,13.94025930972882,9.929197955148796,0.49999999999999994,-0.8660254037844387,0.0,1.0,4.07,16.009999999999998,1,0,1,0,0,0,0,0
dakar,0,11,24.06,50.42,616.88,15.22,43.83,20.57,0.0,20.758727007762644,21.509822544083228,13.122089471685568,9.406724738072722,0.258819045102521,-0.9659258262890682,0.0,1.0,3.4899999999999984,19.77,1,0,1,0,1,2,0,1
dakar,0,12,25.94,48.55,638.64,15.57,44.91,22.62,0.0,22.15585675227694,20.19951528979599,14.265309338319597,10.145239166578234,1.2246467991473532e-16,-1.0,0.0,1.0,3.3200000000000003,18.969999999999995,1,0,1,0,1,2,0,1
dakar,0,13,27.05,45.55,616.88,15.22,45.83,23.06,0.0,23.44242582569464,18.640584888291183,14.291048558362162,10.16312009960392,-0.2588190451025208,-0.9659258262890683,0.0,1.0,3.990000000000002,18.779999999999998,1,0,1,0,0,0,0,0
dakar,0,14,27.28,43.91,553.08,14.22,44.64,23.86,0.0,23.36781462783248,23.34001650160621,13.933298144571284,9.926730682906218,-0.4999999999999997,-0.8660254037844388,0.0,1.0,3.4200000000000017,17.36,1,0,1,0,1,2,0,1
dakar,0,15,26.76,46.61,451.58,12.62,41.26,24.02,0.0,24.76767165380049,21.17917452162748,14.383173561789905,10.224659554915194,-0.7071067811865471,-0.7071067811865479,0.0,1.0,2.740000000000002,14.499999999999996,1,0,1,0,1,1,0,1
dakar,0,16,26.65,45.24,319.32,10.53,35.51,24.1,0.0,25.948169253999485,17.71845838377384,13.82269492398103,9.854225530549336,-0.8660254037844385,-0.5000000000000004,0.0,1.0,2.549999999999997,8.86,1,0,1,0,0,0,0,0
dakar,0,17,26.32,47.99,165.29,8.11,31.19,23.11,0.0,25.829348659474803,19.25000202218665,14.433346906013346,10.25813710272502,-0.9659258262890683,-0.25881904510252063,0.0,1.0,3.210000000000001,4.870000000000001,1,0,1,0,0,0,0,0
dakar,0,18,26.32,49.01,0.0,5.5,26.2,23.84,0.0,25.779060893627378,20.12740591736358,14.759244743185866,10.479841576062704,-1.0,-1.8369701987210297e-16,0.0,1.0,2.4800000000000004,-0.120000000000001,0,0,1,0,1,1,0,1
dakar,0,19,24.26,49.77,0.0,0.0,23.4,22.14,0.0,27.094539503090516,13.152103254395136,13.10713919171204,9.397524168885695,-0.9659258262890684,0.2588190451025203,0.0,1.0,2.120000000000001,-0.860000000000003,0,0,1,0,0,0,0,0
dakar,0,20,22.94,58.46,0.0,0.0,22.37,20.04,0.53,26.879630653027075,12.857523267401264,14.360037283946658,10.206737930563268,-0.8660254037844386,0.5000000000000001,0.0,1.0,2.900000000000002,-0.5700000000000003,0,0,1,0,0,0,0,0
dakar,0,21,22.2,59.65,0.0,0.0,21.4,19.79,0.2,26.761462896449125,12.22856636072655,13.97732993047323,9.952479098017267,-0.7071067811865477,0.7071067811865474,0.0,1.0,2.41,-0.8000000000000007,0,0,1,0,0,0,0,0
dakar,0,22,20.99,62.39,0.0,0.0,20.8,18.45,0.85,26.579193934084163,11.495591028763226,13.529343586195148,9.661890452230573,-0.5000000000000004,0.8660254037844384,0.0,1.0,2.539999999999999,-0.18999999999999773,0,0,1,0,0,0,0,0
dakar,0,23,18.99,66.01,0.0,0.0,18.49,17.41,0.98,26.53164170697396,10.544247362683512,12.49727243526864,9.021650585536008,-0.25881904510252157,0.9659258262890681,0.0,1.0,1.5799999999999983,-0.5,0,0,1,0,0,0,0,0
dakar,1,0,20.32,71.57,0.0,0.0,19.65,18.04,1.6,26.3940603788615,10.205596467445345,15.013103687257152,10.651624124834797,0.0,1.0,0.017213356155834685,0.9998518392091162,2.280000000000001,-0.6700000000000017,0,1,1,0,0,0,0,0
dakar,1,1,19.52,71.14,0.0,0.0,20.09,17.21,1.75,26.379401528868456,9.406636759994797,14.151881468857564,10.065910154124015,0.25881904510252074,0.9659258262890683,0.017213356155834685,0.9998518392091162,2.3099999999999987,0.5700000000000003,0,1,1,0,0,0,0,0
dakar,1,2,18.65,71.9,0.0,0.0,18.24,17.17,1.95,26.13054585649528,9.16395440085447,13.480172160489625,9.6292010777463,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,1.4799999999999969,-0.41000000000000014,0,1,1,0,0,0,0,0
dakar,1,3,18.3,73.7,0.0,0.0,19.0,15.54,2.59,25.943551966400516,8.506149602228746,13.523260156259347,9.656464258145126,0.7071067811865476,0.7071067811865476,0.017213356155834685,0.9998518392091162,2.7600000000000016,0.6999999999999993,0,1,1,0,0,0,0,0
dakar,1,4,18.6,72.22,0.0,0.0,17.84,17.04,1.81,25.89709572615533,7.386261067469332,13.500337601469454,9.64201644313964,0.8660254037844386,0.5000000000000001,0.017213356155834685,0.9998518392091162,1.5600000000000023,-0.7600000000000016,0,1,1,0,0,0,0,0
dakar,1,5,19.04,72.17,0.0,0.0,19.9,16.39,2.2,25.742250348572306,6.780780221002773,13.912663383870976,9.908286152171287,0.9659258262890683,0.25881904510252074,0.017213356155834685,0.9998518392091162,2.6499999999999986,0.8599999999999994,0,1,1,0,0,0,0,0
dakar,1,6,19.57,69.44,0.0,0.0,20.07,16.74,1.61,25.64330388687449,5.819466173618619,13.826765731314229,9.85264038538007,1.0,6.123233995736766e-17,0.017213356155834685,0.9998518392091162,2.830000000000002,0.5,0,0,1,0,0,0,0,0
dakar,1,7,20.6,66.75,174.62,8.25,26.79,18.79,1.37,25.39427977491072,5.617920614473062,14.200340362717458,10.098705007792404,0.9659258262890683,-0.25881904510252063,0.017213356155834685,0.9998518392091162,1.8100000000000023,6.189999999999998,1,0,1,0,0,0,0,0
dakar,1,8,22.52,61.24,337.35,10.82,33.76,20.06,0.0,25.35484306682141,6.210980311907598,14.68505467156552,10.426572836283537,0.8660254037844387,-0.4999999999999998,0.017213356155834685,0.9998518392091162,2.460000000000001,11.239999999999998,1,0,1,0,0,0,0,0
dakar,1,9,24.22,56.23,477.08,13.02,37.98,20.6,0.0,25.279998378771413,8.578220316588279,14.9528562247946,10.612212360320791,0.7071067811865476,-0.7071067811865475,0.017213356155834685,0.9998518392091162,3.6199999999999974,13.759999999999998,1,0,1,0,0,0,0,0
dakar,1,10,24.77,55.12,584.3,14.71,42.08,21.51,0.0,25.128790922013856,11.539807659337878,15.154677603601526,10.753597598561708,0.49999999999999994,-0.8660254037844387,0.017213356155834685,0.9998518392091162,3.259999999999998,17.31,1,0,1,0,0,0,0,0
dakar,1,11,26.18,49.7,651.71,15.77,46.56,22.94,0.0,25.10571630508567,15.94922659002404,14.847878961218951,10.540786947327865,0.258819045102521,-0.9659258262890682,0.017213356155834685,0.9998518392091162,3.2399999999999984,20.380000000000003,1,0,1,0,0,0,0,0
dakar,1,12,27.0,47.5,674.7,16.13,48.3,24.03,0.0,24.967796199804077,20.803310759241537,14.895088448148451,10.573963139326874,1.2246467991473532e-16,-1.0,0.017213356155834685,0.9998518392091162,2.969999999999999,21.299999999999997,1,0,1,0,1,2,0,1
dakar,1,13,28.01,46.53,651.71,15.77,48.65,24.93,0.0,26.222168808181625,19.93817751825799,15.494069521894746,10.996760206354416,-0.2588190451025208,-0.9659258262890683,0.017213356155834685,0.9998518392091162,3.080000000000002,20.639999999999997,1,0,1,0,0,0,0,0
dakar,1,14,28.53,47.22,584.3,14.71,47.09,24.81,0.0,26.169649673596687,24.94995541565403,16.197851472465388,11.512436651395944,-0.4999999999999997,-0.8660254037844388,0.017213356155834685,0.9998518392091162,3.7200000000000024,18.560000000000002,1,0,1,0,1,2,0,1
dakar,1,15,29.77,46.93,477.08,13.02,45.05,25.66,0.75,27.337179419673262,22.667823971377537,17.23009898718786,12.308552245057962,-0.7071067811865471,-0.7071067811865479,0.017213356155834685,0.9998518392091162,4.109999999999999,15.279999999999998,1,0,1,0,1,1,0,1
dakar,1,16,29.45,47.34,337.35,10.82,39.25,26.87,0.0,28.504475448161184,19.689248569758742,17.076147650255646,12.18665505692172,-0.8660254037844385,-0.5000000000000004,0.017213356155834685,0.9998518392091162,2.5799999999999983,9.8,1,0,1,0,0,0,0,0
dakar,1,17,28.84,47.14,174.62,8.25,33.77,26.48,0.2,28.28982713532674,22.11155122223005,16.453663789376105,11.705287253388176,-0.9659258262890683,-0.25881904510252063,0.017213356155834685,0.9998518392091162,2.3599999999999994,4.930000000000003,1,0,1,0,1,1,0,1
dakar,1,18,28.02,51.07,0.0,5.5,27.58,25.84,0.51,29.64154468824481,16.358748265627156,16.964187068003586,12.097783418388042,-1.0,-1.8369701987210297e-16,0.017213356155834685,0.9998518392091162,2.1799999999999997,-0.4400000000000013,0,0,1,0,0,0,0,0
dakar,1,19,25.99,53.57,0.0,0.0,25.34,24.32,0.61,29.50749075512513,16.139897952825418,15.84142089911332,11.24702697648864,-0.9659258262890684,0.2588190451025203,0.017213356155834685,0.9998518392091162,1.6699999999999982,-0.6499999999999986,0,0,1,0,0,0,0,0
dakar,1,20,24.9,59.01,0.0,0.0,24.92,22.34,1.48,29.398849815483967,15.04830050004013,16.342182328024546,11.61814805449227,-0.8660254037844386,0.5000000000000001,0.017213356155834685,0.9998518392091162,2.5599999999999987,0.020000000000003126,0,0,1,0,0,0,0,0
dakar,1,21,24.21,61.84,0.0,0.0,24.65,22.24,2.03,29.221653494525423,14.103023006178711,16.429651646490644,11.683732889059437,-0.7071067811865477,0.7071067811865474,0.017213356155834685,0.9998518392091162,1.9700000000000024,0.4399999999999977,0,0,1,0,0,0,0,0
dakar,1,22,22.07,64.05,0.0,0.0,22.77,20.09,1.97,29.204160041743847,13.267244477959975,14.95644553124214,10.613319453156196,-0.5000000000000004,0.8660254037844384,0.017213356155834685,0.9998518392091162,1.9800000000000004,0.6999999999999993,0,0,1,0,0,0,0,0
dakar,1,23,20.7,66.2,0.0,0.0,20.54,19.1,2.56,29.10206181458904,12.376529140168632,14.167698583205024,10.077100992902938,-0.25881904510252157,0.9659258262890681,0.017213356155834685,0.9998518392091162,1.5999999999999979,-0.16000000000000014,0,0,1,0,0,0,0,0
dakar,2,0,18.64,63.81,0.0,0.0,18.95,16.28,2.13,28.9481830856012,12.079334685901216,11.650056730259095,8.52547543150666,0.0,1.0,0.03442161162274574,0.9994074007397048,2.3599999999999994,0.3099999999999987,0,0,1,0,0,0,0,0
dakar,2,1,18.21,64.07,0.0,0.0,17.38,15.95,2.22,28.829886539123866,11.093036086890317,11.304099170772568,8.32986049601226,0.25881904510252074,0.9659258262890683,0.03442161162274574,0.9994074007397048,2.2600000000000016,-0.8300000000000018,0,0,1,0,0,0,0,0
dakar,2,2,17.51,65.49,0.0,0.0,16.91,14.49,2.02,28.6252806729897,10.228224342300118,10.970329616021662,8.144824560817614,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,3.0200000000000014,-0.6000000000000014,0,0,1,0,0,0,0,0
dakar,2,3,17.01,67.52,0.0,0.0,16.4,15.09,2.58,28.41284624933352,9.503360686518924,10.954003966057002,8.135648392476112,0.7071067811865476,0.7071067811865476,0.03442161162274574,0.9994074007397048,1.9200000000000017,-0.610000000000003,0,0,1,0,0,0,0,0
dakar,2,4,17.6,67.67,0.0,0.0,16.82,15.27,2.46,28.24883174655557,8.547345126097364,11.550388086783144,8.468246781988089,0.8660254037844386,0.5000000000000001,0.03442161162274574,0.9994074007397048,2.330000000000002,-0.7800000000000011,0,0,1,0,0,0,0,0
dakar,2,5,17.55,66.79,0.0,0.0,17.46,15.83,2.85,28.119342308944635,8.305311168376903,11.304847311678506,8.329956735906853,0.9659258262890683,0.25881904510252074,0.03442161162274574,0.9994074007397048,1.7200000000000006,-0.08999999999999986,0,0,1,0,0,0,0,0
dakar,2,6,19.2,63.94,0.0,0.0,19.63,17.0,2.52,27.97047922932728,8.093203621443351,12.211460822059545,8.851616005893575,1.0,6.123233995736766e-17,0.03442161162274574,0.9994074007397048,2.1999999999999993,0.4299999999999997,0,0,1,0,0,0,0,0
dakar,2,7,19.83,60.04,152.85,7.91,23.98,17.62,1.62,27.74617720351896,7.441075572054179,11.85018254626384,8.64098495899356,0.9659258262890683,-0.25881904510252063,0.03442161162274574,0.9994074007397048,2.2099999999999973,4.150000000000002,1,0,1,0,0,0,0,0
dakar,2,8,20.68,53.25,295.28,10.15,29.21,17.71,0.37,27.589490094273515,8.008435167490857,10.830639635567534,8.07013086482588,0.8660254037844387,-0.4999999999999998,0.03442161162274574,0.9994074007397048,2.969999999999999,8.530000000000001,1,0,1,0,0,0,0,0
dakar,2,9,22.86,49.26,417.58,12.08,35.39,20.02,0.0,27.531674724341467,9.353983142050492,11.665159634470504,8.536248706105665,0.7071067811865476,-0.7071067811865475,0.03442161162274574,0.9994074007397048,2.84,12.530000000000001,1,0,1,0,0,0,0,0
dakar,2,10,24.14,48.68,511.43,13.56,40.42,21.44,0.0,27.42663884489811,11.765002314173598,12.658501414875705,9.121739134850884,0.49999999999999994,-0.8660254037844387,0.03442161162274574,0.9994074007397048,2.6999999999999993,16.28,1,0,1,0,0,0,0,0
dakar,2,11,25.79,46.82,570.43,14.49,42.99,22.89,0.0,27.338699144230155,14.74016470210542,13.569067326358258,9.690108128888223,0.258819045102521,-0.9659258262890682,0.03442161162274574,0.9994074007397048,2.8999999999999986,17.200000000000003,1,0,1,0,0,0,0,0
dakar,2,12,26.43,40.63,590.55,14.81,44.07,23.28,0.0,27.2835644706492,18.79366185626405,11.980866342711703,8.720252971284335,1.2246467991473532e-16,-1.0,0.03442161162274574,0.9994074007397048,3.1499999999999986,17.64,1,0,1,0,0,0,0,0
dakar,2,13,27.52,38.72,570.43,14.49,44.67,24.13,0.0,27.16671693334112,22.572972891815382,12.222356643722309,8.862518167865652,-0.2588190451025208,-0.9659258262890683,0.03442161162274574,0.9994074007397048,3.3900000000000006,17.150000000000002,1,0,1,0,0,2,0,1
dakar,2,14,27.39,38.93,511.43,13.56,42.38,23.64,0.0,27.13279206153348,25.665967105042117,12.188866847867724,8.842676688480065,-0.4999999999999997,-0.8660254037844388,0.03442161162274574,0.9994074007397048,3.75,14.990000000000002,1,0,0,0,0,2,0,1
dakar,2,15,27.82,37.33,417.58,12.08,39.57,24.5,0.0,26.944789605644782,28.014359624954075,11.933313317848716,8.693343905022914,-0.7071067811865471,-0.7071067811865479,0.03442161162274574,0.9994074007397048,3.3200000000000003,11.75,1,0,0,0,0,0,0,1
dakar,2,16,28.11,40.43,295.28,10.15,38.0,24.38,0.0,26.782253582332316,30.568504751282955,13.409244506341668,9.589651493748969,-0.8660254037844385,-0.5000000000000004,0.03442161162274574,0.9994074007397048,3.7300000000000004,9.89,1,0,0,0,1,1,0,1
dakar,2,17,27.45,39.48,152.85,7.91,32.51,24.98,0.0,28.15069833861376,25.92806101011122,12.45592270159274,9.001467562345297,-0.9659258262890683,-0.25881904510252063,0.03442161162274574,0.9994074007397048,2.469999999999999,5.059999999999999,1,0,0,0,0,0,0,1
dakar,2,18,26.89,44.38,0.0,5.5,26.1,23.46,0.27,27.96371692562494,26.58136828661085,13.74461893719828,9.80374564585106,-1.0,-1.8369701987210297e-16,0.03442161162274574,0.9994074007397048,3.4299999999999997,-0.7899999999999991,0,0,0,0,1,1,0,1
dakar,2,19,25.62,43.31,0.0,0.0,26.0,23.33,0.0,29.124173716073464,20.05871557346126,12.22325871879064,8.862012676306646,-0.9659258262890684,0.2588190451025203,0.03442161162274574,0.9994074007397048,2.2900000000000027,0.379999999999999,0,0,1,0,1,1,0,1
dakar,2,20,23.58,53.83,0.0,0.0,24.15,21.0,0.1,30.311600406301263,13.631196458412484,13.683534137430216,9.762317176483222,-0.8660254037844386,0.5000000000000001,0.03442161162274574,0.9994074007397048,2.5799999999999983,0.5700000000000003,0,0,1,0,0,0,0,0
dakar,2,21,23.03,56.29,0.0,0.0,22.25,21.45,0.61,30.185110208881994,12.80176733463054,13.860210170055137,9.876444589000256,-0.7071067811865477,0.7071067811865474,0.03442161162274574,0.9994074007397048,1.5800000000000018,-0.7800000000000011,0,0,1,0,0,0,0,0
dakar,2,22,21.47,59.97,0.0,0.0,21.01,19.65,1.01,30.00828304795548,12.430474645633,13.373925718462829,9.563389053893015,-0.5000000000000004,0.8660254037844384,0.03442161162274574,0.9994074007397048,1.8200000000000003,-0.4599999999999973,0,0,1,0,0,0,0,0
dakar,2,23,19.59,62.41,0.0,0.0,20.25,16.63,1.53,29.899389424704506,11.713972149516197,12.212021767935717,8.852151535241495,-0.25881904510252157,0.9659258262890681,0.03442161162274574,0.9994074007397048,2.960000000000001,0.6600000000000001,0,0,1,0,0,0,0,0
dakar,3,0,17.94,62.56,0.0,0.0,18.53,15.41,1.53,29.78321230805369,10.757835588707154,10.689223752905004,7.992328360671792,0.0,1.0,0.051619667223253764,0.998666816288476,2.530000000000001,0.5899999999999999,0,0,1,0,0,0,0,0
dakar,3,1,17.98,63.96,0.0,0.0,18.42,15.71,1.72,29.714145164114647,10.259019339039355,11.060189557148702,8.194410174501417,0.25881904510252074,0.9659258262890683,0.051619667223253764,0.998666816288476,2.2699999999999996,0.4400000000000013,0,0,1,0,0,0,0,0
dakar,3,2,17.25,65.19,0.0,0.0,16.69,15.31,1.52,29.55266943917941,9.74962867848588,10.654207210911968,7.973166259052503,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476,1.9399999999999995,-0.5599999999999987,0,0,1,0,0,0,0,0
dakar,3,3,16.62,68.21,0.0,0.0,16.28,14.72,1.86,29.43435431698953,9.131184263818248,10.734712972633767,8.016246833288442,0.7071067811865476,0.7071067811865476,0.051619667223253764,0.998666816288476,1.9000000000000004,-0.33999999999999986,0,0,1,0,0,0,0,0
dakar,3,4,16.44,66.96,0.0,0.0,16.96,13.73,1.73,29.404190345801453,8.182587940019191,10.285382792474,7.776763658085335,0.8660254037844386,0.5000000000000001,0.051619667223253764,0.998666816288476,2.710000000000001,0.5199999999999996,0,0,1,0,0,0,0,0
dakar,3,5,17.48,64.75,0.0,0.0,16.68,14.8,1.35,29.22304409552819,7.4667865272319,10.770804105679716,8.036161593556502,0.9659258262890683,0.25881904510252074,0.051619667223253764,0.998666816288476,2.6799999999999997,-0.8000000000000007,0,0,1,0,0,0,0,0
dakar,3,6,18.05,65.61,0.0,0.0,18.16,16.2,1.37,29.21950700371417,6.446228070917303,11.511224519158572,8.446279107588003,1.0,6.123233995736766e-17,0.051619667223253764,0.998666816288476,1.8500000000000014,0.10999999999999943,0,0,1,0,0,0,0,0
dakar,3,7,19.55,61.11,170.86,8.19,24.63,16.61,0.32,29.09678733008323,6.114689268180246,11.85456097119966,8.64337089472386,0.9659258262890683,-0.25881904510252063,0.051619667223253764,0.998666816288476,2.9400000000000013,5.079999999999998,1,0,1,0,0,0,0,0
dakar,3,8,20.67,52.63,330.07,10.7,30.97,17.23,0.0,28.977355033266807,7.248633299730958,10.645297605645403,7.969985756715882,0.8660254037844387,-0.4999999999999998,0.051619667223253764,0.998666816288476,3.4400000000000013,10.299999999999997,1,0,1,0,0,0,0,0
dakar,3,9,21.75,52.29,466.79,12.86,36.17,19.22,0.0,28.90139615530625,9.302260940293785,11.546488994672018,8.468118148702843,0.7071067811865476,-0.7071067811865475,0.051619667223253764,0.998666816288476,2.530000000000001,14.420000000000002,1,0,1,0,0,0,0,0
dakar,3,10,24.07,50.08,571.69,14.51,41.08,21.02,0.0,28.788767539084063,12.430186736293567,13.027672167410078,9.348039941223009,0.49999999999999994,-0.8660254037844387,0.051619667223253764,0.998666816288476,3.0500000000000007,17.009999999999998,1,0,1,0,0,0,0,0
dakar,3,11,24.61,45.87,637.64,15.55,43.33,20.64,0.0,28.55186998900272,16.63079234612594,12.181598448480468,8.836880157312516,0.258819045102521,-0.9659258262890682,0.051619667223253764,0.998666816288476,3.969999999999999,18.72,1,0,1,0,0,0,0,0
dakar,3,12,25.85,41.67,660.13,15.9,46.35,22.58,0.0,28.43924406284829,20.63162024264187,11.84408628885994,8.640607505878853,1.2246467991473532e-16,-1.0,0.051619667223253764,0.998666816288476,3.270000000000003,20.5,1,0,1,0,1,2,0,1
dakar,3,13,27.12,41.48,637.64,15.55,47.4,23.48,0.0,29.608266301727653,19.500499727930503,12.915034544202705,9.280191578120537,-0.2588190451025208,-0.9659258262890683,0.051619667223253764,0.998666816288476,3.6400000000000006,20.279999999999998,1,0,1,0,0,0,0,0
dakar,3,14,27.01,38.3,571.69,14.51,44.02,23.87,0.0,29.3811634404245,24.146286625246027,11.603146000297995,8.503038640114744,-0.4999999999999997,-0.8660254037844388,0.051619667223253764,0.998666816288476,3.1400000000000006,17.01,1,0,1,0,0,2,0,1
dakar,3,15,27.95,41.0,466.79,12.86,42.16,24.51,0.0,29.350075025880823,26.895413517899694,13.481002077904202,9.635163981251951,-0.7071067811865471,-0.7071067811865479,0.051619667223253764,0.998666816288476,3.4399999999999977,14.209999999999997,1,0,0,0,1,1,0,1
dakar,3,16,27.22,38.0,330.07,10.7,38.19,24.63,0.0,30.64206785984063,23.54062756295288,11.670702464324693,8.541693926098063,-0.8660254037844385,-0.5000000000000004,0.051619667223253764,0.998666816288476,2.59,10.969999999999999,1,0,1,0,0,0,0,1
dakar,3,17,26.7,39.0,170.86,8.19,32.41,23.72,0.0,30.392174755621262,25.98220188423749,11.601360837001074,8.501859540112784,-0.9659258262890683,-0.25881904510252063,0.051619667223253764,0.998666816288476,2.9800000000000004,5.709999999999997,1,0,0,0,0,0,0,1
dakar,3,18,26.26,42.71,0.0,5.5,25.44,23.34,0.11,30.346802468815483,27.091155106946868,12.587963640390168,9.080235169761329,-1.0,-1.8369701987210297e-16,0.051619667223253764,0.998666816288476,2.9200000000000017,-0.8200000000000003,0,0,0,0,1,1,0,1
dakar,3,19,25.19,44.38,0.0,0.0,26.08,23.18,0.0,31.53236919521539,20.56128861646805,12.205692553377157,8.851405047815033,-0.9659258262890684,0.2588190451025203,0.051619667223253764,0.998666816288476,2.0100000000000016,0.889999999999997,0,0,1,0,1,1,0,1
dakar,3,20,24.2,51.74,0.0,0.0,24.23,22.63,0.19,32.85373990592285,13.816114525069786,13.647753014308568,9.739650176369745,-0.8660254037844386,0.5000000000000001,0.051619667223253764,0.998666816288476,1.5700000000000003,0.030000000000001137,0,0,1,0,0,0,0,0
dakar,3,21,22.04,56.26,0.0,0.0,22.29,20.13,0.46,32.75042801322302,13.15870811942698,12.928999983712984,9.285913468015748,-0.7071067811865477,0.7071067811865474,0.051619667223253764,0.998666816288476,1.9100000000000001,0.25,0,0,1,0,0,0,0,0
dakar,3,22,21.02,56.82,0.0,0.0,21.97,18.89,0.58,32.51850982301191,12.507927758512311,12.128247256765944,8.803574910118977,-0.5000000000000004,0.8660254037844384,0.051619667223253764,0.998666816288476,2.129999999999999,0.9499999999999993,0,0,1,0,0,0,0,0
dakar,3,23,18.97,63.2,0.0,0.0,19.8,16.62,1.26,32.38080007126124,11.466305922317543,11.816918341472476,8.621350511839891,-0.25881904510252157,0.9659258262890681,0.051619667223253764,0.998666816288476,2.349999999999998,0.8300000000000018,0,0,1,0,0,0,0,0
dakar,4,0,19.21,64.65,0.0,0.0,19.31,16.74,2.04,32.256206195084445,11.098449096086448,12.389021596799568,8.956983115376177,0.0,1.0,0.06880242680231986,0.9976303053065857,2.4700000000000024,0.09999999999999787,0,0,1,0,0,0,0,0
dakar,4,1,17.49,68.74,0.0,0.0,17.32,15.92,2.13,32.036374631297825,10.406689987679345,11.682844900798145,8.543630012001687,0.25881904510252074,0.9659258262890683,0.06880242680231986,0.9976303053065857,1.5699999999999985,-0.16999999999999815,0,0,1,0,0,0,0,0
dakar,4,2,17.31,70.77,0.0,0.0,17.29,14.5,2.46,31.96566488547712,10.02723946086492,11.951783731357445,8.698562092123716,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,2.8099999999999987,-0.019999999999999574,0,1,1,0,0,0,0,0
dakar,4,3,16.97,68.47,0.0,0.0,16.35,15.05,2.18,31.82768553120941,9.172363402557927,11.12637959014747,8.230455490531847,0.7071067811865476,0.7071067811865476,0.06880242680231986,0.9976303053065857,1.9199999999999982,-0.6199999999999974,0,0,1,0,0,0,0,0
dakar,4,4,17.5,69.6,0.0,0.0,18.13,15.11,2.51,31.6337994124346,8.205925848615824,11.880885683355835,8.657548260499729,0.8660254037844386,0.5000000000000001,0.06880242680231986,0.9976303053065857,2.3900000000000006,0.629999999999999,0,0,1,0,0,0,0,0
